"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pde4d",4.91662108072488e-45,1.15856248261448,0.291,0.201,2.79013329710056e-40,"WT","Pde4d"
"Robo1",7.64441249216809e-45,0.815738950193834,0.116,0.044,4.33812764518047e-40,"WT","Robo1"
"Il1rapl2",8.22688087887391e-45,0.938868170329912,0.116,0.044,4.66867262995216e-40,"WT","Il1rapl2"
"Ebf1",8.7917498899655e-45,1.13481918263511,0.147,0.065,4.98923014505652e-40,"WT","Ebf1"
"Grip1",9.13091895482187e-45,0.915080415967156,0.116,0.044,5.18170519767186e-40,"WT","Grip1"
"Dpp10",1.26826895596848e-44,1.12583549656397,0.172,0.087,7.1972994982255e-40,"WT","Dpp10"
"Tenm3",1.88920578858353e-44,0.878912131093552,0.116,0.044,1.07210539296327e-39,"WT","Tenm3"
"Kcnma1",3.54290273869882e-44,0.800169736924778,0.112,0.041,2.01056187518419e-39,"WT","Kcnma1"
"Chl1",4.04026967879124e-44,0.838942259464012,0.142,0.062,2.29281264001724e-39,"WT","Chl1"
"B3galt1",8.11355189369208e-44,0.720333591175232,0.101,0.035,4.60435956415132e-39,"WT","B3galt1"
"Cfb",1.10410970215794e-43,0.930489751312402,0.129,0.053,6.26571214877607e-39,"WT","Cfb"
"Csmd3",1.83696177481946e-43,0.921418112581935,0.113,0.043,1.0424574375923e-38,"WT","Csmd3"
"Sulf1",3.57338338397739e-43,0.725412047535299,0.114,0.043,2.02785933657333e-38,"WT","Sulf1"
"Ror1",3.60152052076229e-43,0.657344983296538,0.108,0.039,2.04382688032739e-38,"WT","Ror1"
"Cntn4",5.15292868908833e-43,0.989890997563797,0.121,0.049,2.92423550177074e-38,"WT","Cntn4"
"Pcdh9",9.65142790449067e-43,0.850166303581738,0.104,0.037,5.47708882151941e-38,"WT","Pcdh9"
"Enox1",1.5513280671004e-42,0.872464572621753,0.117,0.047,8.80363164798808e-38,"WT","Enox1"
"Ugt1a6a",1.9818957191827e-42,1.28274643973469,0.192,0.107,1.12470600167899e-37,"WT","Ugt1a6a"
"Agbl1",3.08567377008459e-42,0.883306843124126,0.112,0.043,1.75108900778531e-37,"WT","Agbl1"
"Dmd",3.42033044091008e-42,1.17948835567207,0.187,0.103,1.94100332191206e-37,"WT","Dmd"
"Phactr2",4.1042444279437e-42,0.832670483477979,0.166,0.082,2.32911767041377e-37,"WT","Phactr2"
"Sparc",4.14679419318447e-42,0.33160626204606,0.148,0.294,2.35326423669026e-37,"WT","Sparc"
"Ptprm",1.13383687466791e-41,0.849022053636475,0.134,0.058,6.43441088005291e-37,"WT","Ptprm"
"St6galnac3",1.56981778435068e-41,0.915246952480956,0.12,0.049,8.90855894441166e-37,"WT","St6galnac3"
"Trpm3",3.95359745958429e-41,0.96044730906054,0.125,0.054,2.24362702233949e-36,"WT","Trpm3"
"Frmpd4",5.41388402953087e-41,0.887517215617453,0.111,0.043,3.07232504791847e-36,"WT","Frmpd4"
"Cntn5",6.37401673444237e-41,1.09605788471013,0.173,0.093,3.6171907566287e-36,"WT","Cntn5"
"Epha6",8.33922714818873e-41,0.86075885639506,0.111,0.043,4.73242801432562e-36,"WT","Epha6"
"Spag16",7.81343570230478e-40,0.913046123334507,0.106,0.041,4.43404662670094e-35,"WT","Spag16"
"Slc8a1",1.36064225534739e-39,0.839813507029196,0.255,0.159,7.72150873487089e-35,"WT","Slc8a1"
"Atp8a2",1.42105483815292e-38,0.864526046375154,0.119,0.051,8.06434410103403e-34,"WT","Atp8a2"
"Add3",2.92070870596545e-38,0.906875612449488,0.156,0.08,1.65747298354834e-33,"WT","Add3"
"Dpyd",1.26842958766617e-37,0.909793456387918,0.134,0.063,7.19821106704676e-33,"WT","Dpyd"
"Erbb4",2.89606240320153e-37,0.836964930949381,0.107,0.043,1.64348645319284e-32,"WT","Erbb4"
"Antxr1",4.67974599468266e-37,0.696537727117037,0.102,0.039,2.65570905452246e-32,"WT","Antxr1"
"Negr1",4.12934385203127e-36,0.832717625843379,0.109,0.046,2.34336134258923e-31,"WT","Negr1"
"Plekhg1",4.48827701216221e-36,0.686381885515744,0.112,0.047,2.54705232163193e-31,"WT","Plekhg1"
"Pde10a",6.79085974572442e-36,0.715340856064398,0.103,0.041,3.85374499710115e-31,"WT","Pde10a"
"Fgfr2",7.4410551140942e-36,1.15461144190016,0.5,0.532,4.22272436669732e-31,"WT","Fgfr2"
"Gm42906",2.15763236769274e-35,0.951231441410491,0.106,0.045,1.22443479234195e-30,"WT","Gm42906"
"Esr1",3.47066476270619e-35,0.782236280769292,0.132,0.063,1.96956754618813e-30,"WT","Esr1"
"Gsn",1.14402041338819e-34,0.33999741197879,0.13,0.251,6.49220144393667e-30,"WT","Gsn"
"Fyb",1.9345582836132e-34,0.292680919132424,0.24,0.415,1.09784248036766e-29,"WT","Fyb"
"Dlgap2",2.43406686494653e-34,0.941462752713537,0.12,0.056,1.38130860518851e-29,"WT","Dlgap2"
"Ankrd44",6.91914572307852e-34,0.726033859005305,0.201,0.117,3.92654600638983e-29,"WT","Ankrd44"
"Plac8",1.57754606834007e-33,0.804473210771329,0.115,0.051,8.95241618322304e-29,"WT","Plac8"
"Lpl",1.79746342213897e-33,0.804057478357091,0.107,0.046,1.02004251742965e-28,"WT","Lpl"
"Cacna1a",2.45414445355188e-33,0.770713774736914,0.1,0.041,1.39270243594616e-28,"WT","Cacna1a"
"Lpar1",2.59472349268775e-33,0.671945209908054,0.104,0.044,1.47247963486537e-28,"WT","Lpar1"
"Arhgap15",1.93346399583214e-32,0.749851175710465,0.253,0.167,1.09722148299478e-27,"WT","Arhgap15"
"Mrps6",2.81984388025925e-32,0.368781078735424,0.164,0.298,1.60023320360832e-27,"WT","Mrps6"
"Fbn1",4.58982534275441e-32,0.8006474638802,0.112,0.05,2.6046799837597e-27,"WT","Fbn1"
"Sgcd",7.35082163755698e-32,1.09511890832277,0.157,0.09,4.17151777109721e-27,"WT","Sgcd"
"Plcb1",7.4464604359463e-32,0.734170312311473,0.205,0.124,4.22579183279516e-27,"WT","Plcb1"
"Shank2",1.75109317837882e-31,0.849726949765733,0.105,0.047,9.93727867798197e-27,"WT","Shank2"
"Ank2",3.79296646126823e-31,0.752709655968577,0.115,0.054,2.15247053710511e-26,"WT","Ank2"
"Cacna1c",5.87126275653739e-30,0.669847245701003,0.109,0.05,3.3318829017074e-25,"WT","Cacna1c"
"Iigp1",1.54876920828213e-29,1.0474738972276,0.18,0.11,8.78911038008023e-25,"WT","Iigp1"
"2610307P16Rik",2.48569640260236e-29,0.823580044295441,0.122,0.062,1.41060785151281e-24,"WT","2610307P16Rik"
"Sash1",7.76405397065416e-29,0.643678916293404,0.175,0.103,4.40602298780653e-24,"WT","Sash1"
"Adam12",3.79055937245674e-28,0.67706429787551,0.101,0.046,2.15110453827548e-23,"WT","Adam12"
"Arhgap24",6.5294819365163e-28,0.672656516165141,0.179,0.107,3.70541570415363e-23,"WT","Arhgap24"
"Sema3c",1.67070832222102e-27,0.27938179794797,0.151,0.265,9.48110265777204e-23,"WT","Sema3c"
"Foxp1",1.73330714578483e-27,0.977786361837628,0.361,0.318,9.83634472161432e-23,"WT","Foxp1"
"Dock4",1.91524886267208e-27,0.776274043866007,0.224,0.149,1.08688457707778e-22,"WT","Dock4"
"Rbm47",2.03664567080228e-27,0.81710997507504,0.225,0.151,1.15577605172358e-22,"WT","Rbm47"
"Maml2",8.5697797554772e-27,1.02107914866246,0.295,0.239,4.86326431343576e-22,"WT","Maml2"
"Arhgef10l",2.03337134958205e-26,0.746345744087394,0.127,0.068,1.15391790717432e-21,"WT","Arhgef10l"
"Marchf1",3.18122622568684e-26,0.653584286646069,0.192,0.12,1.80531407081503e-21,"WT","Marchf1"
"H2-Ab1",4.58893428828903e-26,1.03734774007331,0.182,0.117,2.60417431926114e-21,"WT","H2-Ab1"
"Tanc2",9.69970700351389e-26,0.684702663103186,0.118,0.062,5.5044867274241e-21,"WT","Tanc2"
"Cxcl10",1.00314455395967e-25,1.14297716797492,0.192,0.126,5.69274502926574e-21,"WT","Cxcl10"
"Jarid2",1.1397114936573e-25,0.301215891675692,0.208,0.345,6.4677487553558e-21,"WT","Jarid2"
"Ugt1a8",2.21112886815274e-25,0.785922335267609,0.111,0.056,1.254793521388e-20,"WT","Ugt1a8"
"Sorcs2",2.57760440588917e-25,0.886140518651223,0.121,0.066,1.46276472429805e-20,"WT","Sorcs2"
"Ralgapa2",3.20985055376909e-25,0.283040884712256,0.217,0.359,1.82155809075842e-20,"WT","Ralgapa2"
"Ly6e",3.45570763934891e-25,0.290119177306693,0.17,0.291,1.96107952825411e-20,"WT","Ly6e"
"Plpp3",5.49717252993276e-25,0.966515209937673,0.126,0.07,3.11959043901154e-20,"WT","Plpp3"
"Gas7",1.5456093342047e-24,0.711314265694633,0.13,0.072,8.77117841067823e-20,"WT","Gas7"
"Bag3",1.86307543161582e-24,0.256610836950134,0.133,0.232,1.05727667668766e-19,"WT","Bag3"
"BC005537",3.70325346055987e-24,0.279349926291271,0.17,0.286,2.10155930633312e-19,"WT","BC005537"
"Tcf12",4.49975449769481e-24,0.254536285331044,0.237,0.387,2.55356567989683e-19,"WT","Tcf12"
"Fat2",6.22035849642241e-24,0.974676509710741,0.114,0.062,3.52999124313475e-19,"WT","Fat2"
"Ece1",8.3313554140046e-24,0.655865761229696,0.114,0.06,4.72796088389347e-19,"WT","Ece1"
"Psd3",1.45435088665518e-23,0.80535616811044,0.183,0.121,8.25329584667948e-19,"WT","Psd3"
"2610035D17Rik",2.23757736490115e-23,1.05435681177076,0.159,0.103,1.26980277880775e-18,"WT","2610035D17Rik"
"Dapk1",4.65963945849202e-23,0.852148285655292,0.17,0.111,2.64429879629964e-18,"WT","Dapk1"
"Fau",1.23708395544921e-22,0.259203335241186,0.276,0.436,7.02032773877875e-18,"WT","Fau"
"Ern1",2.39397390556877e-22,0.256055790190407,0.118,0.206,1.35855625167122e-17,"WT","Ern1"
"Dock7",2.85323471611719e-22,0.260860792756401,0.159,0.266,1.61918216904935e-17,"WT","Dock7"
"Dock8",4.54884065725881e-22,0.82581529654437,0.168,0.11,2.5814215845878e-17,"WT","Dock8"
"2210408F21Rik",7.07438737277715e-22,0.909385443414816,0.152,0.098,4.01464409017731e-17,"WT","2210408F21Rik"
"Man2a1",8.36713210696481e-22,0.292772482101175,0.225,0.36,4.74826379938146e-17,"WT","Man2a1"
"Dgkb",1.1300093607492e-21,0.803620193462574,0.115,0.065,6.41269012131562e-17,"WT","Dgkb"
"Slc4a4",1.73087446393367e-21,0.794697274055063,0.115,0.065,9.82253949537717e-17,"WT","Slc4a4"
"Unc93b1",1.85523494299923e-21,0.618848681415347,0.109,0.058,1.05282727780263e-16,"WT","Unc93b1"
"Xist",2.96354473907365e-21,0.790743486552876,0.23,0.169,1.6817820039769e-16,"WT","Xist"
"Iqgap2",3.5975916659215e-21,0.575211397992175,0.127,0.073,2.04159729449379e-16,"WT","Iqgap2"
"Stk3",7.34546268775589e-21,0.253819502785212,0.177,0.286,4.16847662067459e-16,"WT","Stk3"
"mt-Nd1",8.76424181263252e-21,0.284052112413769,0.238,0.378,4.97361958625083e-16,"WT","mt-Nd1"
"Gbf1",1.01900344229829e-20,0.286551368566234,0.172,0.279,5.78274263469857e-16,"WT","Gbf1"
"Arap2",1.55281191444751e-20,0.267079775672131,0.101,0.179,8.81205233329819e-16,"WT","Arap2"
"Plxdc2",1.95192996024806e-20,0.949761765709864,0.234,0.181,1.10770073314117e-15,"WT","Plxdc2"
"Elmo1",2.27126045735199e-20,0.540750774521969,0.276,0.208,1.28891759694268e-15,"WT","Elmo1"
"Sdccag8",3.2036744117987e-20,0.263736700961491,0.146,0.241,1.81805319195164e-15,"WT","Sdccag8"
"Alpk1",3.9150767203316e-20,0.95062096202659,0.239,0.185,2.22176688802098e-15,"WT","Alpk1"
"Rsrc1",6.29647891063753e-20,0.276165488925096,0.173,0.281,3.57318881699769e-15,"WT","Rsrc1"
"Rps29",7.06197391701038e-20,0.251457397554696,0.147,0.242,4.00759957816422e-15,"WT","Rps29"
"Cxcl9",9.50723306266868e-20,0.796879812578385,0.107,0.059,5.39525969073385e-15,"WT","Cxcl9"
"Rps9",9.83462438826536e-20,0.274870491335407,0.245,0.382,5.58105099409671e-15,"WT","Rps9"
"Pard3b",1.76454641422394e-19,1.02459403096813,0.214,0.166,1.00136244460794e-14,"WT","Pard3b"
"Wfdc2",2.18899720080897e-19,0.399829303403467,0.149,0.246,1.24223402148708e-14,"WT","Wfdc2"
"Cyfip1",2.42153162390436e-19,0.306107480988576,0.214,0.338,1.37419498124948e-14,"WT","Cyfip1"
"Mapkap1",2.82274068266408e-19,0.278357534348256,0.136,0.226,1.60187711000504e-14,"WT","Mapkap1"
"Kat6b",4.11572247937533e-19,0.260802967949868,0.144,0.236,2.33563134982071e-14,"WT","Kat6b"
"unknown.31",4.23802567675699e-19,0.313649073295752,0.19,0.303,2.40503719130282e-14,"WT","unknown.31"
"Thada",4.54981302651036e-19,0.273860447383305,0.144,0.238,2.58197339441437e-14,"WT","Thada"
"Ncoa2",6.5504331208135e-19,0.265787368588103,0.18,0.285,3.71730529173046e-14,"WT","Ncoa2"
"Ankfy1",9.75039533428869e-19,0.29688443076384,0.174,0.278,5.53325184825549e-14,"WT","Ankfy1"
"Grid2",1.23984266832194e-18,0.867348514613551,0.14,0.091,7.03598315846017e-14,"WT","Grid2"
"Aoah",1.33587411309429e-18,0.710055993771817,0.153,0.099,7.58095200439879e-14,"WT","Aoah"
"Mbp",2.9981698022537e-18,0.319044758544728,0.188,0.297,1.70143138108095e-13,"WT","Mbp"
"Prkch",7.81194951382469e-18,0.564364537924649,0.134,0.083,4.43320322960037e-13,"WT","Prkch"
"Pard3",1.06861420236959e-17,0.414124271811113,0.28,0.433,6.06427873702717e-13,"WT","Pard3"
"Mycbp2",1.45744813105318e-17,0.313235519609023,0.253,0.389,8.27087239891369e-13,"WT","Mycbp2"
"Cybb",2.11250552122697e-17,0.661083463856085,0.109,0.064,1.1988257582411e-12,"WT","Cybb"
"Rbfox1",2.12415883676397e-17,1.12264001546505,0.213,0.17,1.20543889827518e-12,"WT","Rbfox1"
"Rpl37a",2.52906087231026e-17,0.256890083811666,0.13,0.213,1.43521675442735e-12,"WT","Rpl37a"
"Zc3hav1",3.81766247305368e-17,0.349332736517383,0.165,0.261,2.16648527683323e-12,"WT","Zc3hav1"
"Smarca2",4.45313172161381e-17,0.382777659851546,0.192,0.301,2.52710772069862e-12,"WT","Smarca2"
"Anks1b",5.88446132112291e-17,0.973242130015071,0.166,0.12,3.33937295512404e-12,"WT","Anks1b"
"Ftl1",9.75861663859357e-17,0.381830706911483,0.309,0.461,5.53791735623547e-12,"WT","Ftl1"
"Apc",1.09642523083065e-16,0.253399563400546,0.122,0.199,6.22210354244086e-12,"WT","Apc"
"Magi3",1.16984675256402e-16,0.290377445677343,0.18,0.281,6.63876333612557e-12,"WT","Magi3"
"Npc2",1.31351921167037e-16,0.27486230993357,0.155,0.246,7.4540901743082e-12,"WT","Npc2"
"Dlgap1",1.51955024182399e-16,0.936371220634146,0.178,0.132,8.62329566732696e-12,"WT","Dlgap1"
"9930021J03Rik",2.87632965984954e-16,0.265589104317342,0.098,0.166,1.63228831866802e-11,"WT","9930021J03Rik"
"C1ra",2.91649270180273e-16,0.804446560876711,0.103,0.062,1.65508044334603e-11,"WT","C1ra"
"Slc39a11",2.99775031074913e-16,0.339340475466574,0.17,0.266,1.70119332384702e-11,"WT","Slc39a11"
"Lrp1b",3.33781843304163e-16,1.08919944115835,0.207,0.165,1.89417858256679e-11,"WT","Lrp1b"
"Myo1d",3.35089363664372e-16,0.25004057646237,0.127,0.079,1.90159862985894e-11,"WT","Myo1d"
"Nbeal1",3.84531973181095e-16,0.257287626030586,0.118,0.194,2.1821804946054e-11,"WT","Nbeal1"
"Lncpint",4.71748484114601e-16,0.280379887192879,0.321,0.483,2.67712547250195e-11,"WT","Lncpint"
"Dgkh",5.80313776820587e-16,0.538951418013389,0.107,0.064,3.29322265207915e-11,"WT","Dgkh"
"Rab27b",6.53354396894441e-16,0.824351037929276,0.108,0.068,3.70772086693626e-11,"WT","Rab27b"
"Aak1",6.91576265616584e-16,0.276671903762956,0.146,0.23,3.92462614974755e-11,"WT","Aak1"
"Slc9a9",7.72782864961578e-16,0.781957835945942,0.143,0.097,4.38546548037046e-11,"WT","Slc9a9"
"Jak2",9.33186983207869e-16,0.277087123421105,0.163,0.253,5.29574281100634e-11,"WT","Jak2"
"Mt1",1.33572567761826e-15,0.276929316571893,0.128,0.206,7.58010964791589e-11,"WT","Mt1"
"Farp1",1.3433155182981e-15,0.322365288622228,0.148,0.234,7.62318123478986e-11,"WT","Farp1"
"Pla2g4a",1.76665288558521e-15,0.576737594832727,0.143,0.096,1.00255784604075e-10,"WT","Pla2g4a"
"Pla2r1",1.79631403737604e-15,0.838356434035438,0.125,0.084,1.01939025307053e-10,"WT","Pla2r1"
"Pias1",2.20056183876588e-15,0.265843483883168,0.114,0.185,1.24879683788125e-10,"WT","Pias1"
"Gpx1",3.4381185532806e-15,0.376758285844492,0.125,0.202,1.95109789780121e-10,"WT","Gpx1"
"Nfib",4.30292720314679e-15,0.366178027379037,0.179,0.278,2.44186815851377e-10,"WT","Nfib"
"Itpr1",4.48673847138635e-15,0.9948028861626,0.247,0.212,2.54617921512704e-10,"WT","Itpr1"
"Vwa8",1.08874225305675e-14,0.289418531551932,0.138,0.217,6.17850341187174e-10,"WT","Vwa8"
"Pigk",1.24358570184221e-14,0.2792330952843,0.111,0.18,7.05722449938435e-10,"WT","Pigk"
"Lyz2",1.34992462503259e-14,0.866032197615748,0.15,0.106,7.66068725459743e-10,"WT","Lyz2"
"Sema5a",2.56576271952677e-14,0.676700621677743,0.102,0.064,1.45604468570425e-09,"WT","Sema5a"
"Col3a1",2.64993214685782e-14,0.681136567797769,0.1,0.06,1.50380999402034e-09,"WT","Col3a1"
"Cd2ap",2.66217374511257e-14,0.440016445694172,0.203,0.313,1.51075697861393e-09,"WT","Cd2ap"
"Wwc1",2.85900173024518e-14,0.373167608349751,0.118,0.189,1.62245489189684e-09,"WT","Wwc1"
"Arhgap6",3.22101823696964e-14,0.365990629961915,0.166,0.254,1.8278956392979e-09,"WT","Arhgap6"
"Ctsb",4.20617429510025e-14,0.445357765509809,0.218,0.325,2.38696185072644e-09,"WT","Ctsb"
"Zmynd8",4.48742328441279e-14,0.341423077630111,0.178,0.272,2.54656783967141e-09,"WT","Zmynd8"
"Uqcrh",6.79025104856357e-14,0.256362347635289,0.082,0.138,3.85339956754934e-09,"WT","Uqcrh"
"H2-Aa",7.74674377414347e-14,0.69268531371936,0.105,0.066,4.39619962438868e-09,"WT","H2-Aa"
"Ncoa1",8.87843870264246e-14,0.846707531611157,0.217,0.178,5.03842517936257e-09,"WT","Ncoa1"
"Abcc5",1.09196387065728e-13,0.250550363040573,0.129,0.201,6.19678576959297e-09,"WT","Abcc5"
"Pde4b",1.11989891775082e-13,0.47493066976741,0.207,0.156,6.35531436834412e-09,"WT","Pde4b"
"Fbxo11",2.05027767261028e-13,0.291265172571703,0.203,0.3,1.16351207642961e-08,"WT","Fbxo11"
"Clasp2",2.15725610898937e-13,0.322037074859257,0.16,0.244,1.22422126929038e-08,"WT","Clasp2"
"Smg6",2.16068429359416e-13,0.301177550684421,0.173,0.261,1.22616672977175e-08,"WT","Smg6"
"Mgat5",2.27839499096356e-13,0.384764067847579,0.237,0.353,1.29296637342191e-08,"WT","Mgat5"
"Kmt2c",2.51194229621678e-13,0.290262712419804,0.186,0.277,1.42550213368006e-08,"WT","Kmt2c"
"Tiam1",2.80430565378864e-13,0.727704909068248,0.144,0.104,1.59141541546852e-08,"WT","Tiam1"
"Ubc",3.23866356593414e-13,0.654453543907195,0.221,0.175,1.83790918703196e-08,"WT","Ubc"
"Map4k4",3.30500826540717e-13,0.364946365504711,0.258,0.379,1.87555914053591e-08,"WT","Map4k4"
"Cnot6l",3.92684946341716e-13,0.287714337796954,0.084,0.139,2.22844780199461e-08,"WT","Cnot6l"
"Gng12",4.65067849926186e-13,0.265459025042653,0.161,0.241,2.63921354154611e-08,"WT","Gng12"
"Ddah1",4.83789685457185e-13,0.275453644525824,0.115,0.18,2.74545808600098e-08,"WT","Ddah1"
"1700025G04Rik",6.55011387338022e-13,0.324921577606077,0.137,0.211,3.71712412200454e-08,"WT","1700025G04Rik"
"Etl4",6.71649936181795e-13,1.07825902874704,0.225,0.198,3.81154622283807e-08,"WT","Etl4"
"Chchd2",6.88199699560575e-13,0.310668619810492,0.147,0.224,3.90546447503631e-08,"WT","Chchd2"
"Gpc6",7.82027012558406e-13,0.411654212851545,0.259,0.383,4.4379250935677e-08,"WT","Gpc6"
"Nhsl1",8.17875099434191e-13,0.374164087402472,0.144,0.22,4.64135940177909e-08,"WT","Nhsl1"
"Foxn3",8.41102541897649e-13,0.696961824961718,0.233,0.194,4.77317281501497e-08,"WT","Foxn3"
"Scaper",8.83351078539517e-13,0.330565495944239,0.158,0.238,5.01292903560391e-08,"WT","Scaper"
"Spon1",1.09225543677533e-12,0.587125097221024,0.105,0.068,6.19844037815632e-08,"WT","Spon1"
"Fggy",1.29079601994282e-12,0.27093813761526,0.097,0.155,7.32513833357351e-08,"WT","Fggy"
"Tapbp",1.69112577135222e-12,0.342367169352618,0.184,0.275,9.59696963984671e-08,"WT","Tapbp"
"Carmil1",1.78077606323353e-12,0.297493895427052,0.158,0.237,1.0105726081244e-07,"WT","Carmil1"
"Arfgef1",2.41281783679108e-12,0.353886149761037,0.17,0.254,1.36924999420057e-07,"WT","Arfgef1"
"Gm37240",2.59222415485075e-12,1.0094827369952,0.186,0.152,1.47106128563625e-07,"WT","Gm37240"
"Crim1",2.92787834878816e-12,0.691844189227185,0.126,0.089,1.66154168415379e-07,"WT","Crim1"
"Kif16b",3.50905622794256e-12,0.251213053130795,0.097,0.153,1.99135431879512e-07,"WT","Kif16b"
"Eri3",4.39794821128299e-12,0.260250375371934,0.105,0.164,2.49579163042098e-07,"WT","Eri3"
"Acaca",4.68070315699105e-12,0.278630480047057,0.122,0.186,2.65625223456085e-07,"WT","Acaca"
"Lima1",4.82129814940484e-12,0.428403709511829,0.186,0.279,2.73603848680575e-07,"WT","Lima1"
"Ablim1",5.43904410835871e-12,0.340820932133891,0.157,0.235,3.08660314105248e-07,"WT","Ablim1"
"Nr6a1",7.89913066455622e-12,0.328583190941613,0.13,0.197,4.48267766082901e-07,"WT","Nr6a1"
"Ppp1cb",8.51965664466939e-12,0.280414015337566,0.105,0.164,4.83481994928343e-07,"WT","Ppp1cb"
"Fn1",9.19673053325702e-12,0.253931705690908,0.099,0.153,5.21905261031802e-07,"WT","Fn1"
"Apobec3",1.17723263710331e-11,0.256944448717137,0.11,0.169,6.6806774922976e-07,"WT","Apobec3"
"Akt3",1.18323318910037e-11,0.263214115645025,0.151,0.224,6.71473002482568e-07,"WT","Akt3"
"Mipol1",1.28928296224247e-11,0.317747908487193,0.074,0.122,7.3165518824298e-07,"WT","Mipol1"
"Cacna1d",1.3129482581812e-11,0.334257805569632,0.143,0.1,7.4508500703525e-07,"WT","Cacna1d"
"D5Ertd615e",1.46969666651256e-11,0.304061358867209,0.11,0.169,8.34038161279213e-07,"WT","D5Ertd615e"
"Itga5",1.5821572709655e-11,0.480722401327633,0.128,0.195,8.9785842970021e-07,"WT","Itga5"
"Frrs1",1.88131041260909e-11,0.277157908512954,0.094,0.148,1.06762484605153e-06,"WT","Frrs1"
"Dglucy",2.03916059188401e-11,0.27495195627902,0.089,0.141,1.15720324428826e-06,"WT","Dglucy"
"Tsc22d4",2.21844077395752e-11,0.251073807895524,0.091,0.143,1.25894295481315e-06,"WT","Tsc22d4"
"Gata3",2.39171885407387e-11,1.00070573794563,0.132,0.099,1.35727653249838e-06,"WT","Gata3"
"Cnot4",2.67995821145627e-11,0.356457327370977,0.171,0.252,1.52084948541932e-06,"WT","Cnot4"
"Wdr70",2.70353149645675e-11,0.279836178014868,0.091,0.144,1.53422708892424e-06,"WT","Wdr70"
"Fgfr1",2.80987484311065e-11,0.329433296706579,0.077,0.124,1.59457587471686e-06,"WT","Fgfr1"
"Samd4b",3.00664579544649e-11,0.313733797827274,0.093,0.147,1.70624142245793e-06,"WT","Samd4b"
"Sik2",3.24051754981109e-11,0.259521146454561,0.101,0.157,1.8389613043423e-06,"WT","Sik2"
"Mctp1",3.3670130540437e-11,0.557961846812103,0.151,0.112,1.91074623803926e-06,"WT","Mctp1"
"Nkain2",5.02085923964628e-11,0.942385546139322,0.285,0.272,2.84928740990687e-06,"WT","Nkain2"
"Ksr2",6.02843654722736e-11,0.687883496462967,0.114,0.081,3.42107745618605e-06,"WT","Ksr2"
"Ptpn13",6.09021976972135e-11,0.43611489539711,0.173,0.257,3.45613881711917e-06,"WT","Ptpn13"
"Ddi2",6.34792436444811e-11,0.283307100147726,0.105,0.161,3.60238359758066e-06,"WT","Ddi2"
"Arhgef3",6.42144148063789e-11,0.338004425150133,0.245,0.355,3.6441038258472e-06,"WT","Arhgef3"
"Tmem50a",6.44459775149922e-11,0.256870557268884,0.096,0.149,3.65724477799829e-06,"WT","Tmem50a"
"Nbas",6.67782237000485e-11,0.287794093831413,0.117,0.176,3.78959741675405e-06,"WT","Nbas"
"Rplp2",6.76405919473379e-11,0.369252519882395,0.33,0.481,3.83853595241948e-06,"WT","Rplp2"
"Rftn1",7.12230018686023e-11,0.527328315708861,0.105,0.07,4.04183413304131e-06,"WT","Rftn1"
"Rsrp1",8.73885280221693e-11,0.392366159827309,0.221,0.322,4.95921157673008e-06,"WT","Rsrp1"
"Suclg2",9.85651125966536e-11,0.296879028688649,0.099,0.152,5.5934715747475e-06,"WT","Suclg2"
"Marcks",1.22057855861282e-10,0.322135208339181,0.131,0.194,6.92666126227191e-06,"WT","Marcks"
"Arhgef2",1.2401069157631e-10,0.285238954827376,0.104,0.158,7.037482736264e-06,"WT","Arhgef2"
"Cep128",1.36986440322544e-10,0.307326221580368,0.097,0.149,7.77384350186408e-06,"WT","Cep128"
"Pik3r1",1.41436247694803e-10,0.678720360839004,0.142,0.107,8.02636562043236e-06,"WT","Pik3r1"
"Sbf2",1.43281129399924e-10,0.399148795957504,0.19,0.275,8.13106081231628e-06,"WT","Sbf2"
"Uri1",1.52670071642604e-10,0.26125127072648,0.078,0.125,8.66387389564616e-06,"WT","Uri1"
"Nav3",1.8780638266773e-10,0.486242927649268,0.163,0.241,1.0657824410011e-05,"WT","Nav3"
"Gbp5",1.90185650782288e-10,0.548839885106077,0.21,0.172,1.07928454962441e-05,"WT","Gbp5"
"Atp1b3",2.00851346832711e-10,0.372202347787791,0.191,0.274,1.13981130814095e-05,"WT","Atp1b3"
"Bcar3",2.02488978883982e-10,0.383729793851245,0.14,0.207,1.14910470626871e-05,"WT","Bcar3"
"Fmn1",2.08678881756038e-10,0.357990320112112,0.141,0.208,1.18423178607734e-05,"WT","Fmn1"
"Slc10a7",2.94725571182951e-10,0.314069992484373,0.128,0.19,1.67253814390613e-05,"WT","Slc10a7"
"Rasa4",3.53168426157859e-10,0.290302208089132,0.076,0.121,2.00419550160324e-05,"WT","Rasa4"
"Insr",3.65884752644686e-10,0.619295507583946,0.106,0.075,2.07635938278333e-05,"WT","Insr"
"Pstpip2",4.0884241482808e-10,0.893197162956829,0.177,0.142,2.32013981990787e-05,"WT","Pstpip2"
"Fryl",4.61081496002141e-10,0.388956195304228,0.199,0.289,2.61659138166255e-05,"WT","Fryl"
"Iqsec1",5.583730118616e-10,0.289790328751934,0.219,0.311,3.1687110050134e-05,"WT","Iqsec1"
