"","X","gene","cluster_id","p_val","p_adj.loc","p_adj.glb","filtered","mean_KO","mean_WT","FC_KO/WT","log2FC_KO/WT"
"96873",96873,"Myo18b","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,19.2754785518724,67.3882082772028,0.286036371119741,-1.80572948949958
"98426",98426,"Tm9sf5","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,1.28041423167503,18.357126921033,0.0697502521599921,-3.84165775721551
"101306",101306,"Gm15564","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,232.813384413311,1129.78655356731,0.206068468135154,-2.27880432919162
"103665",103665,"Rpl41","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,415.899670771829,859.420012404198,0.483930633181748,-1.04712782907501
"104442",104442,"Cdkn2d","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,19.7253749884761,66.4580192100308,0.296809553202857,-1.75239056715849
"104506",104506,"Psmb9","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,42.8743711715773,117.768324564014,0.364056900107061,-1.45776414147746
"113205",113205,"Gm48099","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,278.744405307563,508.93018907352,0.547706564263758,-0.868524923715689
"115691",115691,"Gm50252","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,36.9589189287336,104.080498996693,0.355099363329418,-1.49370532118665
"124431",124431,"Ncor2","Neuronal cells 1",4.99975001249937e-05,0.00101342155114467,0.00640991206253641,FALSE,246.011333987369,253.648508159706,0.969890719138277,-0.0441058917514336
"125697",125697,"Cdh13","Neuronal cells 1",4.99975001249937e-05,0.00101342155114467,0.00640991206253641,FALSE,621.596113499862,671.25048476798,0.926027060844087,-0.110873741601494
"131099",131099,"Ankfn1","Neuronal cells 1",4.99975001249937e-05,0.00101342155114467,0.00640991206253641,FALSE,113.651947235132,428.179116063015,0.265430851182397,-1.91359202914872
"140346",140346,"Gm15564","Neuronal cells 1",4.99975001249937e-05,0.00101342155114467,0.00640991206253641,FALSE,170.716791509052,175.27739774625,0.973980637002606,-0.0380350034606408
"156331",156331,"S100a4","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,197.886624252386,433.730150139383,0.456243644092516,-1.13212363398012
"156334",156334,"S100a6","Tumor cells 2",4.99975001249937e-05,0.010423616750197,0.00640991206253641,FALSE,452.318997264169,985.913941068937,0.458781419373947,-1.12412113143223
