"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"4921515E04Rik",1.72931734016701e-189,0.931382787196079,0.183,0.01,9.81370297371376e-185,"6","4921515E04Rik"
"Dnah12",5.27720467479612e-189,1.05953349429184,0.211,0.015,2.99476088090005e-184,"6","Dnah12"
"Eya1",8.12617863205123e-189,0.881722633112562,0.163,0.007,4.61152511190275e-184,"6","Eya1"
"Nek10",1.12049642291872e-188,1.00347694462645,0.224,0.017,6.35870515042144e-184,"6","Nek10"
"Gm44196",2.63888339340027e-188,0.907669544189541,0.183,0.01,1.49753993692072e-183,"6","Gm44196"
"Scube1",2.8311823607522e-188,0.935596894481236,0.186,0.011,1.60666767790327e-183,"6","Scube1"
"Crb1",3.17101785522726e-188,0.841736624590674,0.174,0.009,1.79952092266292e-183,"6","Crb1"
"Slc8a3",3.78495700320774e-188,0.924073715261165,0.186,0.011,2.14792524975036e-183,"6","Slc8a3"
"9530036O11Rik1",1.14709662082948e-187,1.31874863438769,0.408,0.066,6.50965861354524e-183,"6","9530036O11Rik"
"Mdga1",1.39060142968867e-187,0.867084222644177,0.188,0.011,7.89152405334025e-183,"6","Mdga1"
"Rasgef1b2",1.53954055098234e-187,1.18256258915119,0.472,0.087,8.73673867276967e-183,"6","Rasgef1b"
"Hhat",2.72057528894497e-187,1.32505215353567,0.32,0.041,1.54389927072338e-182,"6","Hhat"
"Gm13974",2.82937016061574e-187,0.887625259582521,0.171,0.008,1.60563927244783e-182,"6","Gm13974"
"Stxbp5l",3.8659414051189e-187,0.930615238900249,0.182,0.01,2.19388308799093e-182,"6","Stxbp5l"
"Mapk4",3.96523157987907e-187,0.829967216435673,0.179,0.01,2.25022926926557e-182,"6","Mapk4"
"Spef2",6.03404902036742e-187,0.883674266536387,0.185,0.011,3.42426247856831e-182,"6","Spef2"
"Syn2",7.64101496160023e-187,0.862143468988116,0.166,0.008,4.33619958055851e-182,"6","Syn2"
"Cngb3",1.00864305913628e-186,0.894810846519133,0.189,0.011,5.72394849629248e-182,"6","Cngb3"
"Ncam1",1.16385929158052e-186,1.14968208310167,0.264,0.026,6.6047850937903e-182,"6","Ncam1"
"Epb41l3",1.84638060042229e-186,1.16625095488962,0.23,0.019,1.04780252693365e-181,"6","Epb41l3"
"Tafa4",2.86019107639515e-186,0.92037776724558,0.175,0.009,1.62312983394348e-181,"6","Tafa4"
"Sema5a1",3.05506946853986e-186,1.34144419852424,0.376,0.059,1.73372137270168e-181,"6","Sema5a"
"Ttc29",3.78305802436519e-186,0.828156399237222,0.177,0.009,2.146847598247e-181,"6","Ttc29"
"Fsip1",6.88677395043646e-186,0.78979233291162,0.155,0.006,3.90817534913319e-181,"6","Fsip1"
"Abca4",7.66287058823364e-186,0.911023542821473,0.18,0.01,4.34860243011671e-181,"6","Abca4"
"Shc3",8.00232950656723e-186,0.751394709350542,0.155,0.006,4.54124197168184e-181,"6","Shc3"
"Slit1",1.05958980716457e-185,1.01170849599637,0.227,0.019,6.01306619667824e-181,"6","Slit1"
"Gm7247",1.48894646683187e-185,0.927676549228975,0.183,0.011,8.44962230462417e-181,"6","Gm7247"
"1600002D24Rik",3.00254151793857e-185,1.0683598787158,0.227,0.018,1.70391228601496e-180,"6","1600002D24Rik"
"Nyap2",3.32055322163936e-185,0.983775141283791,0.202,0.014,1.88438074774812e-180,"6","Nyap2"
"Gm44748",3.58246797731156e-185,0.825388214121874,0.149,0.006,2.03301475244454e-180,"6","Gm44748"
"Dok5",6.98656247910262e-185,0.865882312388331,0.166,0.008,3.96480434126595e-180,"6","Dok5"
"Dpy19l2",1.33591503830001e-184,0.786243388099754,0.146,0.005,7.58118425084874e-180,"6","Dpy19l2"
"Ccdc162",2.90013147852575e-184,1.07867537426329,0.203,0.014,1.64579561274858e-179,"6","Ccdc162"
"Hs3st2",2.94217585317476e-184,0.786891594832543,0.146,0.005,1.66965537491814e-179,"6","Hs3st2"
"Gm40438",4.37197611418376e-184,0.9092135358843,0.169,0.009,2.48105272503814e-179,"6","Gm40438"
"Ccdc148",6.32356885170929e-184,1.1016400388207,0.255,0.025,3.5885620876565e-179,"6","Ccdc148"
"Gm32884",1.22958388477404e-183,0.820551809852574,0.168,0.008,6.9777655877042e-179,"6","Gm32884"
"Gm45459",1.30347901284487e-183,0.892391320203283,0.161,0.007,7.39711304999336e-179,"6","Gm45459"
"Gm53018",1.5652891014216e-183,0.830515031599691,0.157,0.007,8.88285912165743e-179,"6","Gm53018"
"Thsd7a",2.485094204057e-183,1.27224683549475,0.312,0.039,1.4102661098603e-178,"6","Thsd7a"
"Grxcr1",2.5220424520018e-183,0.84218739795626,0.143,0.005,1.4312338710865e-178,"6","Grxcr1"
"Gm28375",6.83110997545476e-183,1.02899266276612,0.182,0.011,3.87658659997082e-178,"6","Gm28375"
"Gm5095",8.32811835451402e-183,0.886042642125191,0.168,0.008,4.72612388500316e-178,"6","Gm5095"
"Itga8",9.1505247473536e-183,0.999114983345128,0.2,0.014,5.19283128887569e-178,"6","Itga8"
"Myo7b",1.30700493737946e-182,0.823463064756876,0.14,0.005,7.4171223191347e-178,"6","Myo7b"
"Gm49575",2.58521051432698e-182,0.92995379616919,0.179,0.01,1.46708111477542e-177,"6","Gm49575"
"Gm12068",3.35847082181522e-182,1.00767818559118,0.18,0.01,1.90589860667192e-177,"6","Gm12068"
"Gm43251",4.55734961358359e-182,0.753740163599338,0.148,0.006,2.58625033221255e-177,"6","Gm43251"
"4931428L18Rik",6.64796090233654e-182,0.835925270173156,0.193,0.012,3.77265133246696e-177,"6","4931428L18Rik"
"2810404M03Rik",1.05686574367131e-181,0.909105933972918,0.169,0.009,5.9976074087603e-177,"6","2810404M03Rik"
"Plac1",1.35489644379211e-181,0.781296288720616,0.154,0.007,7.68890182887582e-177,"6","Plac1"
"Kcnn3",2.15553691560937e-181,1.02499523550174,0.197,0.013,1.22324564423916e-176,"6","Kcnn3"
"Skap1",2.35560783943016e-181,1.0511775047684,0.289,0.033,1.33678389279822e-176,"6","Skap1"
"Tshr",2.70532873406838e-181,0.726652478045423,0.169,0.009,1.53524700329647e-176,"6","Tshr"
"Galnt18",3.90441820797424e-181,1.21769869421753,0.337,0.047,2.2157182888433e-176,"6","Galnt18"
"Atp5o.1",6.13067913637807e-181,1.17235131961937,0.25,0.024,3.47909910310319e-176,"6","Atp5o.1"
"Dnah14",7.33506072441296e-181,1.08643649661043,0.241,0.022,4.16257361049711e-176,"6","Dnah14"
"Unc13b",7.61991754212454e-181,1.09755407723681,0.22,0.018,4.32422700598025e-176,"6","Unc13b"
"Rasgrf1",8.79042645496867e-181,0.823422204761195,0.161,0.008,4.98847910893017e-176,"6","Rasgrf1"
"Spink13",1.05277970618185e-180,0.750065740849013,0.151,0.006,5.97441955461138e-176,"6","Spink13"
"Gm27008",1.19718884271777e-180,0.768722740249384,0.16,0.007,6.79392696353909e-176,"6","Gm27008"
"Pcnx2",1.77589557230735e-180,1.02724857678593,0.2,0.014,1.0078029783287e-175,"6","Pcnx2"
"Cdh6",2.48297443436578e-180,0.886064594067854,0.168,0.009,1.40906316175823e-175,"6","Cdh6"
"A230004M16Rik",2.64758540041225e-180,0.954918975307911,0.199,0.014,1.50247823887995e-175,"6","A230004M16Rik"
"Eya4",5.24740867663946e-180,1.0707492992276,0.216,0.017,2.97785194990613e-175,"6","Eya4"
"Glra2",7.09726813196796e-180,0.763776458558065,0.144,0.005,4.0276286922105e-175,"6","Glra2"
"Nwd2",8.51424673891446e-180,1.04831549800639,0.186,0.012,4.83174988186657e-175,"6","Nwd2"
"Tspan18",1.25741264166213e-179,0.910360224876069,0.177,0.01,7.13569100016843e-175,"6","Tspan18"
"Morc1",1.38583112265315e-179,0.885512434652302,0.172,0.009,7.86445303794436e-175,"6","Morc1"
"Stab2",2.27954074064811e-179,1.01921242607675,0.225,0.019,1.2936165749104e-174,"6","Stab2"
"Arhgef38",2.55278417527227e-179,0.807212748352759,0.148,0.006,1.44867949162526e-174,"6","Arhgef38"
"A330069K06Rik",2.9227237087492e-179,0.815699139615389,0.161,0.008,1.65861647747808e-174,"6","A330069K06Rik"
"Syt9",3.42483026577469e-179,0.801352559309519,0.171,0.009,1.94355692752448e-174,"6","Syt9"
"Plcxd3",3.58694276529046e-179,0.904936996384153,0.174,0.01,2.03555414987468e-174,"6","Plcxd3"
"Lrrtm3",5.36333734688352e-179,0.840751498914803,0.168,0.009,3.04364031098293e-174,"6","Lrrtm3"
"Insc",6.01378540861098e-179,0.793919330143196,0.151,0.006,3.41276308153265e-174,"6","Insc"
"Slit31",7.30767383182177e-179,0.843997902923331,0.509,0.101,4.14703182282054e-174,"6","Slit3"
"Gm31698",1.28087655673406e-178,0.858434631619031,0.16,0.008,7.26884637181012e-174,"6","Gm31698"
"Sema3a",2.30128652509812e-178,1.22876993153385,0.3,0.037,1.30595709012793e-173,"6","Sema3a"
"Nhs",2.89717237337414e-178,1.09646316353112,0.241,0.023,1.64411635016609e-173,"6","Nhs"
"Pip5k1b1",3.64219370882189e-178,1.31436756288286,0.311,0.04,2.06690850781933e-173,"6","Pip5k1b"
"Pkhd11",6.10725369586477e-178,1.2914044084939,0.379,0.06,3.4658053998663e-173,"6","Pkhd1"
"Grm4",8.73224071201493e-178,0.860557432096363,0.175,0.01,4.95545928166135e-173,"6","Grm4"
"Bank1",9.80253604068443e-178,1.05491115516211,0.248,0.024,5.56284117772801e-173,"6","Bank1"
"Limch1",1.11160823208612e-177,1.16312808036756,0.284,0.033,6.30826555626552e-173,"6","Limch1"
"Camta11",2.5621151566497e-177,1.83838939583301,0.621,0.198,1.45397473024714e-172,"6","Camta1"
"Ros1",5.38384323097106e-177,0.786274559507999,0.146,0.006,3.05527719514377e-172,"6","Ros1"
"Hectd2os",6.11198757155439e-177,0.759061915136053,0.161,0.008,3.4684918269814e-172,"6","Hectd2os"
"Pax7",7.02800536484284e-177,0.86009256812193,0.157,0.007,3.98832276449466e-172,"6","Pax7"
"Gm49457",7.41501952529558e-177,0.799101433478163,0.16,0.008,4.20794943040999e-172,"6","Gm49457"
"Fbxl13",9.68104689758627e-177,0.902469344829495,0.186,0.012,5.49389730391124e-172,"6","Fbxl13"
"Csrnp3",1.84926719124984e-176,0.757475059553327,0.158,0.008,1.04944063836237e-171,"6","Csrnp3"
"Cldn14",2.41868659489377e-176,0.709348406038658,0.151,0.007,1.37258045573627e-171,"6","Cldn14"
"Gm48091",2.45021993381813e-176,0.717619048763132,0.151,0.007,1.39047531024245e-171,"6","Gm48091"
"Otof",3.42899211833782e-176,0.806053490182806,0.141,0.005,1.94591873723553e-171,"6","Otof"
"unknown.582",1.12894392390121e-175,0.866170370413201,0.158,0.008,6.40664387374696e-171,"6","unknown.582"
"4933432K03Rik",1.7497048167422e-175,0.817153973631164,0.166,0.009,9.92939986453032e-171,"6","4933432K03Rik"
"unknown.864",2.12787223284358e-175,0.782928354729717,0.149,0.006,1.2075462134164e-170,"6","unknown.864"
"Scn10a",4.97007321125314e-175,0.73236284924029,0.157,0.007,2.82046684665405e-170,"6","Scn10a"
"Stac",5.27739073577739e-175,0.869055677802054,0.177,0.011,2.99486646864631e-170,"6","Stac"
"Adra1a",1.73611451279697e-174,0.878383912528324,0.158,0.008,9.85227624867152e-170,"6","Adra1a"
"C130071C03Rik",2.0538270006821e-174,0.989188891890373,0.194,0.014,1.16552628461708e-169,"6","C130071C03Rik"
"Sv2b",2.80632927980583e-174,0.917229462219682,0.174,0.01,1.59256380299701e-169,"6","Sv2b"
"2310067P03Rik",3.23069776042549e-174,0.834898362968576,0.148,0.006,1.83338867206386e-169,"6","2310067P03Rik"
"Wdr64",5.18610775640613e-174,0.738889827055786,0.137,0.005,2.94306429068291e-169,"6","Wdr64"
"Pcsk6",7.66939512786417e-174,0.976317264127866,0.207,0.016,4.35230504111164e-169,"6","Pcsk6"
"Gm47392",1.00537016735868e-173,0.668456792835224,0.13,0.004,5.70537516274375e-169,"6","Gm47392"
"Tox",1.06773572279456e-173,0.915135893786463,0.236,0.022,6.05929345328687e-169,"6","Tox"
"St8sia1",2.25005630176851e-173,0.819714355218093,0.171,0.01,1.27688445069061e-168,"6","St8sia1"
"Ldb2",2.57281498170615e-173,1.08764247030323,0.293,0.036,1.46004677396842e-168,"6","Ldb2"
"Srrm4",2.90187477145888e-173,1.02580930194015,0.202,0.015,1.6467849140552e-168,"6","Srrm4"
"Otx2os1",4.46418408476502e-173,0.830999076833466,0.191,0.013,2.5333798262633e-168,"6","Otx2os1"
"Mme",4.63804889247112e-173,0.844212807123982,0.152,0.007,2.63204636598844e-168,"6","Mme"
"Gm26815",6.45248045952238e-173,0.882328158966171,0.152,0.007,3.66171813597435e-168,"6","Gm26815"
"Gm47352",1.24890256886043e-172,0.814841100792103,0.149,0.007,7.08739718802607e-168,"6","Gm47352"
"Nfasc",2.27021681694895e-172,0.903317140104664,0.196,0.014,1.28832534145036e-167,"6","Nfasc"
"Ryr1",2.35084567836211e-172,0.877678393612407,0.172,0.01,1.33408141401372e-167,"6","Ryr1"
"Slc1a1",4.99611859565148e-172,0.675134406193019,0.137,0.005,2.83524734184626e-167,"6","Slc1a1"
"Ksr21",5.68993659719148e-172,1.41639924995776,0.401,0.073,3.22898211954019e-167,"6","Ksr2"
"Dpp61",5.94652079726385e-172,1.69261023576275,0.582,0.174,3.37459108723926e-167,"6","Dpp6"
"Gm29154",7.56526720592776e-172,0.619400553923555,0.11,0.002,4.29321348669194e-167,"6","Gm29154"
"Enpp6",1.26757569729211e-171,0.725409500958208,0.14,0.005,7.193365324563e-167,"6","Enpp6"
"Kpna7",1.53978859836317e-171,0.774080573870199,0.151,0.007,8.73814631685117e-167,"6","Kpna7"
"Cfap77",1.90659926148018e-171,0.933353293450219,0.183,0.012,1.08197601489739e-166,"6","Cfap77"
"Gm38825",2.79201361440206e-171,0.805169612760243,0.16,0.008,1.58443980603703e-166,"6","Gm38825"
"Itgad",2.8804836985319e-171,0.800634391722212,0.134,0.005,1.63464569407987e-166,"6","Itgad"
"Gm12296",4.15497096901356e-171,0.719520657928039,0.149,0.007,2.35790447520551e-166,"6","Gm12296"
"Tph2",6.63304542084351e-171,0.813843709975913,0.13,0.004,3.76418694587448e-166,"6","Tph2"
"Tll2",8.88072126621107e-171,0.930056606577132,0.175,0.011,5.03972051136212e-166,"6","Tll2"
"Sptb",9.82728536307835e-171,0.872689736289565,0.174,0.011,5.57688617069333e-166,"6","Sptb"
"Hmcn2",1.1474504056459e-170,0.798801332208122,0.186,0.013,6.51166630699994e-166,"6","Hmcn2"
"Eda",1.61883721643676e-170,1.04979782823245,0.266,0.03,9.18673931955696e-166,"6","Eda"
"Sel1l2",3.21738976926754e-170,0.849851391099495,0.161,0.009,1.82583652016164e-165,"6","Sel1l2"
"Gm5373",3.28103679439698e-170,0.886199544579037,0.172,0.01,1.86195557045234e-165,"6","Gm5373"
"Myo5b",3.83781466939145e-170,1.25100324644764,0.332,0.048,2.17792144673295e-165,"6","Myo5b"
"Stk32c",8.50766410589173e-170,1.01428112108172,0.194,0.014,4.8280143034525e-165,"6","Stk32c"
"Necab1",8.62950453146688e-170,0.890700184930184,0.168,0.01,4.89715752656214e-165,"6","Necab1"
"Gm8739",1.65421193921937e-169,0.809065072701804,0.165,0.009,9.38748733387598e-165,"6","Gm8739"
"A630031M04Rik",8.03052249928733e-169,0.811697109383986,0.141,0.006,4.55724121312057e-164,"6","A630031M04Rik"
"Celsr1",1.54688412775334e-168,0.895997542357046,0.182,0.012,8.77841273658743e-164,"6","Celsr1"
"Cfap20dc",1.58405630746234e-168,1.02590111774432,0.225,0.021,8.98936113921802e-164,"6","Cfap20dc"
"Cyp19a1",1.9588026728959e-168,0.743095790663364,0.132,0.005,1.11160092884169e-163,"6","Cyp19a1"
"Jazf1",2.38865101058734e-168,1.1469455848404,0.259,0.029,1.35553556199821e-163,"6","Jazf1"
"Kcnip11",3.78573957820852e-168,1.5153808550624,0.399,0.078,2.14836935323755e-163,"6","Kcnip1"
"Chst8",4.16950828495482e-168,0.851097321358028,0.183,0.012,2.36615425662901e-163,"6","Chst8"
"Atp13a4",4.40930678150792e-168,0.833009219340564,0.161,0.009,2.50223750543793e-163,"6","Atp13a4"
"Gm6999",4.72637675164314e-168,0.804713478075989,0.155,0.008,2.68217154278996e-163,"6","Gm6999"
"Prkar1b",5.57296341679357e-168,0.917935676335731,0.191,0.014,3.16260100939619e-163,"6","Prkar1b"
"Vwa3b",9.78649111979284e-168,0.839481180506439,0.16,0.009,5.55373584557124e-163,"6","Vwa3b"
"Gm16759",1.11279769603759e-167,1.08174218764036,0.217,0.019,6.3150156452437e-163,"6","Gm16759"
"Gm19303",1.79609317332489e-167,0.802690514385505,0.141,0.006,1.01926491493014e-162,"6","Gm19303"
"Myrfl",2.00970610126133e-167,0.766240108724919,0.151,0.007,1.14048811540479e-162,"6","Myrfl"
"Gm43948",2.7632345065481e-167,0.823465039620878,0.148,0.007,1.56810795012098e-162,"6","Gm43948"
"Ano3",4.25228073243226e-167,0.930741005507894,0.199,0.015,2.41312679284799e-162,"6","Ano3"
"Abcb5",5.54076515204684e-167,0.68924380427071,0.126,0.004,3.14432881613506e-162,"6","Abcb5"
"Gm15581",5.81616867622254e-167,0.993639878446504,0.207,0.017,3.30061756206953e-162,"6","Gm15581"
"A530021J07Rik",8.81467108722168e-167,0.653052173356003,0.132,0.005,5.00223769528743e-162,"6","A530021J07Rik"
"Olfm3",4.50456849114675e-166,0.773929236114149,0.158,0.009,2.55629757304087e-161,"6","Olfm3"
"Bach21",5.62309614502465e-166,1.21885428567831,0.37,0.061,3.19105083134004e-161,"6","Bach2"
"Cnbd1",5.7340214936989e-166,0.931926665810452,0.168,0.01,3.25399985745919e-161,"6","Cnbd1"
"Trp73",6.07279134320487e-166,0.853752234940383,0.149,0.007,3.44624835935533e-161,"6","Trp73"
"Marchf4",8.08308910947431e-166,0.90225194215581,0.16,0.009,4.58707223873558e-161,"6","Marchf4"
"Myh15",1.94233582337434e-165,0.73070182948965,0.132,0.005,1.1022561564067e-160,"6","Myh15"
"Gm33206",2.08492609232837e-165,0.680116289678711,0.13,0.005,1.18317470813543e-160,"6","Gm33206"
"Frmd3",2.5270826415552e-165,0.846283237266595,0.158,0.009,1.43409412825616e-160,"6","Frmd3"
"Lipc",2.90075863405133e-165,0.930459098782631,0.193,0.015,1.64615151723779e-160,"6","Lipc"
"Gm38642",3.2705977941197e-165,0.770321893849518,0.154,0.008,1.85603154218499e-160,"6","Gm38642"
"Gm43016",4.15642558124916e-165,0.771695912549009,0.151,0.007,2.35872995310309e-160,"6","Gm43016"
"Gm47448",5.63851865545972e-165,0.742450440664463,0.135,0.005,3.19980295178683e-160,"6","Gm47448"
"Thrb1",6.66705186000056e-165,1.26384310839707,0.354,0.057,3.78348526003172e-160,"6","Thrb"
"Dnajc6",7.30190919889447e-165,0.935853866462143,0.182,0.013,4.14376045128062e-160,"6","Dnajc6"
"Prom1",1.41917905149936e-164,0.79394398715204,0.14,0.006,8.05369919935374e-160,"6","Prom1"
"Vwc2",1.84578301492367e-164,0.799678516578276,0.155,0.008,1.04746340313903e-159,"6","Vwc2"
"Mmp16",3.32546768696837e-164,0.948250386598719,0.166,0.01,1.88716965767768e-159,"6","Mmp16"
"Adamts19",4.24627736802027e-164,0.840830317158553,0.168,0.01,2.40971994357782e-159,"6","Adamts19"
"Acss3",4.54385942912492e-164,0.859416374777271,0.175,0.012,2.5785947874341e-159,"6","Acss3"
"Adamts18",5.56717996160625e-164,0.921005152712253,0.166,0.01,3.15931895641193e-159,"6","Adamts18"
"D130079A08Rik",8.94081958200601e-164,0.777835726987855,0.157,0.009,5.07382570459259e-159,"6","D130079A08Rik"
"Gm30961",9.33235280352733e-164,0.663482677094402,0.121,0.004,5.29601689247372e-159,"6","Gm30961"
"Chn2",1.42884913619774e-163,1.03811677384852,0.284,0.036,8.10857596300853e-159,"6","Chn2"
"4930556G01Rik",1.60259796207788e-163,0.765055902119085,0.141,0.006,9.09458317499577e-159,"6","4930556G01Rik"
"A330072L02Rik",1.84697525072851e-163,0.872127070608696,0.154,0.008,1.04813998503592e-158,"6","A330072L02Rik"
"Grin3a",2.09797149264143e-163,0.789521989408818,0.155,0.008,1.19057784235909e-158,"6","Grin3a"
"Lmx1a",2.96664640777293e-163,0.868531568814349,0.169,0.011,1.68354216994706e-158,"6","Lmx1a"
"Gm36975",3.22321709578003e-163,1.00323781513333,0.213,0.019,1.82914346968421e-158,"6","Gm36975"
"Gm9866",4.03601786646238e-163,0.65098404002678,0.135,0.005,2.29039977903874e-158,"6","Gm9866"
"Gria4",4.72621080323074e-163,1.18023742692685,0.262,0.031,2.68207736872541e-158,"6","Gria4"
"Obscn",4.9088363872399e-163,0.844506840073753,0.168,0.01,2.78571556139477e-158,"6","Obscn"
"Gm5087",5.55601968956738e-163,0.786374959497618,0.152,0.008,3.15298561363259e-158,"6","Gm5087"
"Cacng3",5.75534584529911e-163,0.671744251587164,0.138,0.006,3.26610121374879e-158,"6","Cacng3"
"Gm15943",1.2764348745757e-162,0.837995891851168,0.146,0.007,7.24364026972966e-158,"6","Gm15943"
"Sgip1",1.37599855407807e-162,0.942736172812092,0.205,0.017,7.80865419453767e-158,"6","Sgip1"
"Impg1",2.1810365544094e-162,0.728589874895468,0.143,0.007,1.23771643426179e-157,"6","Impg1"
"C230014O12Rik",8.52919504551619e-162,0.760673625796668,0.127,0.005,4.84023289637999e-157,"6","C230014O12Rik"
"C130073E24Rik",1.3354583960223e-161,0.778145772217131,0.149,0.008,7.57859285158692e-157,"6","C130073E24Rik"
"Gm37245",2.54857122544042e-161,0.688019154690139,0.148,0.007,1.44628868472518e-156,"6","Gm37245"
"Arfgef3",3.24216880711708e-161,0.787639477556405,0.16,0.009,1.83989837635087e-156,"6","Arfgef3"
"Trim9",3.64399285660858e-161,0.747320038812095,0.132,0.005,2.0679295061968e-156,"6","Trim9"
"Gm26903",4.39518485521183e-161,0.79271520605892,0.154,0.008,2.49422345348416e-156,"6","Gm26903"
"Ajap1",5.81381755037899e-161,0.758774706452365,0.135,0.006,3.29928332166458e-156,"6","Ajap1"
"1700111N16Rik",7.73958811700597e-161,0.713160979606204,0.148,0.007,4.39213886051972e-156,"6","1700111N16Rik"
"St8sia3os",1.08177360916329e-160,1.01988564277224,0.205,0.018,6.13895705464077e-156,"6","St8sia3os"
"Pappa2",1.1383759638669e-160,1.11752581882776,0.256,0.03,6.46016975734828e-156,"6","Pappa2"
"Syt6",1.24732321695419e-160,0.7016114588263,0.126,0.004,7.07843452389336e-156,"6","Syt6"
"Gm5570",1.60876888381593e-160,0.705322267855285,0.12,0.004,9.12960253876699e-156,"6","Gm5570"
"Gm33037",3.03868441198039e-160,0.827854364730628,0.154,0.008,1.72442301695475e-155,"6","Gm33037"
"1700001G01Rik",3.04787646246734e-160,0.676398856502088,0.121,0.004,1.72963941368559e-155,"6","1700001G01Rik"
"Rasgrf2",3.06719659745026e-160,0.960741152116554,0.214,0.02,1.74060339708705e-155,"6","Rasgrf2"
"Slc1a2",1.11866816941115e-159,0.754404018872395,0.154,0.008,6.34832999459133e-155,"6","Slc1a2"
"Cnih3",1.74298811100907e-159,0.772333369021831,0.143,0.007,9.8912832311654e-155,"6","Cnih3"
"Atp13a5",1.87085635626739e-159,0.76804024700834,0.143,0.007,1.06169227361818e-154,"6","Atp13a5"
"Dnah17",2.04291900375923e-159,0.930369070605155,0.172,0.012,1.15933610544333e-154,"6","Dnah17"
"Pth2r",2.51588993921545e-159,0.747046942098516,0.148,0.008,1.42774238160537e-154,"6","Pth2r"
"Greb1",4.32670620770846e-159,0.786796199215668,0.163,0.01,2.45536250581247e-154,"6","Greb1"
"Pard3b1",6.24099656653988e-159,1.56941768403003,0.551,0.16,3.54170314154571e-154,"6","Pard3b"
"Galnt9",6.71696829128963e-159,0.627490645991912,0.124,0.004,3.81181233562395e-154,"6","Galnt9"
"2600014E21Rik",6.87534061421957e-159,0.836218563579599,0.161,0.01,3.90168704516346e-154,"6","2600014E21Rik"
"Fam227b",7.43575091280161e-159,0.871247504128051,0.154,0.009,4.21971428550579e-154,"6","Fam227b"
"Mgmt",7.67983091106009e-159,1.01304736552325,0.231,0.024,4.35822724371749e-154,"6","Mgmt"
"Gm30382",8.13257029885686e-159,0.827240148414308,0.149,0.008,4.61515231889828e-154,"6","Gm30382"
"Gm27169",9.39505314555112e-159,0.655822148918308,0.127,0.005,5.33159870956881e-154,"6","Gm27169"
"Lgr5",1.10822252702721e-158,0.83472854181369,0.152,0.008,6.28905201862673e-154,"6","Lgr5"
"Cdh10",1.3380533558729e-158,0.763305729660629,0.154,0.009,7.59331898924311e-154,"6","Cdh10"
"Rcan2",1.4012750699031e-158,1.05328745709917,0.255,0.029,7.95209589419312e-154,"6","Rcan2"
"Abca12",1.43030438150292e-158,0.776322012372787,0.146,0.007,8.1168343345909e-154,"6","Abca12"
"Hs6st2",1.44261680670997e-158,0.989900463490968,0.179,0.013,8.1867061163984e-154,"6","Hs6st2"
"Cntnap3",1.55725443375698e-158,0.783105802868351,0.152,0.008,8.83726318612746e-154,"6","Cntnap3"
"4932412D23Rik",1.5850955225024e-158,0.743828532337133,0.146,0.007,8.99525858064886e-154,"6","4932412D23Rik"
"A230001M10Rik",1.74911452349285e-158,0.922447607634713,0.194,0.016,9.9260500093696e-154,"6","A230001M10Rik"
"Scn1a",2.43659658482127e-158,0.773969022725005,0.154,0.009,1.38274419592022e-153,"6","Scn1a"
"Cntnap4",5.4458851416175e-158,1.06016874996579,0.225,0.023,3.09048535901651e-153,"6","Cntnap4"
"Sfmbt2",1.29016706340709e-157,0.854146044999094,0.197,0.016,7.32156906812889e-153,"6","Sfmbt2"
"Samd121",1.68321263948389e-157,1.17894270448805,0.38,0.068,9.55206340780712e-153,"6","Samd12"
"Serpinb3b",2.35676477241728e-157,0.868206335256637,0.144,0.007,1.33744044069908e-152,"6","Serpinb3b"
"Ankfn11",3.16566880449104e-157,1.0461832239048,0.452,0.092,1.79648538986062e-152,"6","Ankfn1"
"Ak9",5.50144742162232e-157,0.730783046082782,0.143,0.007,3.12201639729645e-152,"6","Ak9"
"Cc2d2b",8.30010950901894e-157,0.780124852825094,0.138,0.006,4.71022914527316e-152,"6","Cc2d2b"
"Chsy3",1.84497620121773e-156,0.939357703098209,0.219,0.021,1.04700554442905e-151,"6","Chsy3"
"Tox2",4.10441721959712e-156,0.788603730815024,0.165,0.011,2.32921572794917e-151,"6","Tox2"
"Zfp804a",8.66067937738772e-156,0.853665051497402,0.141,0.007,4.91484893987376e-151,"6","Zfp804a"
"Gm20631",9.23909277948208e-156,0.810868794037672,0.149,0.008,5.24309276142829e-151,"6","Gm20631"
"Pde9a",1.03792135265099e-155,0.742180968703552,0.141,0.007,5.89009988415911e-151,"6","Pde9a"
"Gucy2f",1.08963156913947e-155,0.706336928455045,0.107,0.003,6.18355019170955e-151,"6","Gucy2f"
"4930544I03Rik",1.21278992177917e-155,0.794003435493799,0.174,0.012,6.88246152710461e-151,"6","4930544I03Rik"
"C730002L08Rik",1.43356162924002e-155,0.772886478736233,0.158,0.01,8.13531888977421e-151,"6","C730002L08Rik"
"Ankrd31",1.4635916758432e-155,0.726624489947261,0.13,0.005,8.30573640124256e-151,"6","Ankrd31"
"C330002G04Rik",1.94340382444713e-155,0.745409101357779,0.135,0.006,1.1028622363355e-150,"6","C330002G04Rik"
"Ano5",2.0476298326257e-155,0.669049386091598,0.129,0.005,1.16200945371676e-150,"6","Ano5"
"Sgpp2",2.05977077550866e-155,0.699465834370963,0.135,0.006,1.16889931739341e-150,"6","Sgpp2"
"Gm44593",2.87726811333474e-155,0.712386791399198,0.123,0.004,1.63282088163633e-150,"6","Gm44593"
