"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Malat15",1.63429232168212e-07,0.26706612087547,0.993,0.973,0.00927444549631386,"11","Malat1"
"Hdac93",1.7099151481895e-07,0.337827250902618,0.268,0.116,0.00970359747446058,"11","Hdac9"
"Tram21",1.75144827182243e-07,0.517294481196253,0.188,0.074,0.00993929379776509,"11","Tram2"
"Foxn34",1.79105069656442e-07,0.676946073364908,0.384,0.207,0.0101640335979334,"11","Foxn3"
"Cdk17",2.0315483961267e-07,0.836318249267598,0.362,0.2,0.0115288339931794,"11","Cdk17"
"Ltbp42",2.16186057050218e-07,0.879896621106634,0.152,0.055,0.0122683425515428,"11","Ltbp4"
"Gm142211",2.16459146782651e-07,0.638130782777649,0.116,0.034,0.0122838401207687,"11","Gm14221"
"Luzp11",2.26824968016971e-07,0.7937127863591,0.312,0.165,0.0128720901099951,"11","Luzp1"
"Adamts110",2.32002051374328e-07,0.585435028635014,0.188,0.074,0.0131658844134417,"11","Adamts1"
"Aox1",2.68291115426465e-07,0.53501425942884,0.159,0.058,0.0152252525093365,"11","Aox1"
"Stat15",2.73323406261685e-07,0.612025912786959,0.42,0.241,0.0155108299819444,"11","Stat1"
"Piezo24",2.88240481374274e-07,0.386749993352958,0.159,0.055,0.0163573590775087,"11","Piezo2"
"Bach23",2.89251403855171e-07,0.434704080050283,0.203,0.079,0.0164147279173771,"11","Bach2"
"Rell1",3.13044216730416e-07,1.02444938865913,0.181,0.073,0.0177649462552344,"11","Rell1"
"Stx61",3.15040007499566e-07,0.447544017914224,0.188,0.073,0.0178782053855929,"11","Stx6"
"Ecscr",3.31388616907795e-07,0.792061547413907,0.159,0.06,0.0188059726209005,"11","Ecscr"
"Hmgn51",3.34193830615994e-07,0.671468245329041,0.181,0.072,0.018965165693627,"11","Hmgn5"
"Flnb3",3.50577482509748e-07,0.869864141315808,0.543,0.386,0.0198949215549457,"11","Flnb"
"Id32",4.16028209582095e-07,0.434662067364493,0.138,0.046,0.0236091848655743,"11","Id3"
"Stim13",4.2226642089452e-07,0.609460431529344,0.254,0.118,0.0239631971193431,"11","Stim1"
"Pbx14",4.38406685919364e-07,0.84260337187887,0.529,0.368,0.024879141019238,"11","Pbx1"
"Ttc7b3",5.0450699362843e-07,0.545842127290679,0.261,0.124,0.0286302673814198,"11","Ttc7b"
"Atrx4",5.60437113793759e-07,0.654446816251621,0.609,0.461,0.0318042457706821,"11","Atrx"
"Actn42",6.03688827886342e-07,0.693526366727393,0.514,0.358,0.034258737293722,"11","Actn4"
"Chd71",6.17393027201926e-07,0.514419358577706,0.493,0.315,0.0350364369006821,"11","Chd7"
"Gbp73",6.62084177824936e-07,0.779177302440155,0.333,0.182,0.0375726150073873,"11","Gbp7"
"Tap22",7.56186497249571e-07,1.09889528761505,0.319,0.175,0.0429128275324159,"11","Tap2"
"Diaph23",7.72226996652878e-07,0.682767932242024,0.529,0.363,0.0438231098330542,"11","Diaph2"
"Pde10a3",8.44153288043124e-07,0.285846209653048,0.174,0.065,0.0479048549431592,"11","Pde10a"
"Ccl21a",0,4.59423986854511,0.583,0.002,0,"12","Ccl21a"
"Flt4",0,3.60355526123876,0.833,0.01,0,"12","Flt4"
"Mmrn1",0,3.49214897322411,0.604,0.005,0,"12","Mmrn1"
"Lyve1",0,2.85104598722454,0.5,0.003,0,"12","Lyve1"
"Prox1",0,2.82684918654855,0.667,0.01,0,"12","Prox1"
"Cldn5",0,1.78303820381201,0.375,0.001,0,"12","Cldn5"
"Egfl71",7.05203180086685e-265,2.51049519084738,0.646,0.013,4.00195752667393e-260,"12","Egfl7"
"Nts",2.45994187643106e-247,0.948328059318329,0.146,0,1.39599241545586e-242,"12","Nts"
"Klhl4",1.31112484552478e-184,2.07602163882905,0.354,0.005,7.44050238586857e-180,"12","Klhl4"
"Timp33",2.96017925550059e-181,3.52708581336154,0.75,0.029,1.67987212570403e-176,"12","Timp3"
"Tbx1",1.90458679034909e-170,1.37164485283629,0.229,0.002,1.0808339576552e-165,"12","Tbx1"
"Apold1",1.30974127430813e-161,1.74738140044473,0.271,0.003,7.43265075757118e-157,"12","Apold1"
"Pear13",5.98945630205215e-147,2.50799651235878,0.646,0.026,3.39895655685157e-142,"12","Pear1"
"Reln2",1.97353562695233e-141,3.18392594302606,0.792,0.042,1.11996173293918e-136,"12","Reln"
"Meox1",2.2006402737986e-134,1.03628876648367,0.25,0.004,1.24884134897797e-129,"12","Meox1"
"Fxyd6",1.94841257573216e-132,1.94354234897027,0.354,0.008,1.10570465260224e-127,"12","Fxyd6"
"Shank31",3.10261798683377e-125,2.08366163415778,0.542,0.021,1.7607046813483e-120,"12","Shank3"
"Ldb22",2.16434385509047e-121,2.91876502015067,0.792,0.049,1.22824349432529e-116,"12","Ldb2"
"Galnt183",2.73314445885548e-117,3.51178212248605,0.854,0.061,1.5510321489559e-112,"12","Galnt18"
"Clca3a11",2.8882123479263e-113,2.52428037127209,0.542,0.024,1.6390316253247e-108,"12","Clca3a1"
"Stab12",5.21354655452845e-113,2.98692849250275,0.833,0.059,2.95863553422935e-108,"12","Stab1"
"Ackr2",5.76374799187356e-112,0.835284386412285,0.208,0.003,3.27086934790832e-107,"12","Ackr2"
"Lama44",1.34755241328011e-107,2.83061232838023,0.75,0.049,7.64722519012328e-103,"12","Lama4"
"Dtx1",3.85627607163248e-107,1.54726410155165,0.292,0.007,2.18839810789072e-102,"12","Dtx1"
"Kank31",4.02042710064798e-105,1.80267977956591,0.417,0.015,2.28155217534672e-100,"12","Kank3"
"Gng11",2.95258388604523e-102,1.52839654722086,0.229,0.004,1.67556182949181e-97,"12","Gng11"
"Arhgap293",2.23329050129257e-97,2.42394414730512,0.562,0.03,1.26737002657852e-92,"12","Arhgap29"
"Scn5a1",4.02938633292886e-95,2.23468497955028,0.417,0.016,2.2866364500738e-90,"12","Scn5a"
"Gpm6a1",3.55150249214265e-93,2.11042896260097,0.458,0.02,2.01544214926603e-88,"12","Gpm6a"
"Mmrn21",2.66103398242271e-92,1.56430216548484,0.354,0.012,1.51011017468507e-87,"12","Mmrn2"
"Kdr1",3.47990969028937e-89,1.71979289431111,0.354,0.013,1.97481395014231e-84,"12","Kdr"
"Zfp5213",1.25655207966546e-86,2.73783574547442,0.729,0.058,7.13080739689353e-82,"12","Zfp521"
"Tie11",5.29946496159518e-79,1.2465982680589,0.292,0.01,3.00739337105565e-74,"12","Tie1"
"Slc45a3",1.02715715312399e-73,1.51530439323145,0.229,0.006,5.82901412826335e-69,"12","Slc45a3"
"Pgm52",1.82233937349189e-73,2.16736575413158,0.458,0.026,1.03415937106291e-68,"12","Pgm5"
"Sema6a2",2.58407716153038e-73,2.18844981019818,0.479,0.029,1.46643794839687e-68,"12","Sema6a"
"Afap1l11",3.28100793050639e-71,1.284590104097,0.292,0.011,1.86193919048307e-66,"12","Afap1l1"
"Tc2n1",3.96783451687605e-70,2.02667905735471,0.458,0.027,2.25170640998199e-65,"12","Tc2n"
"Pard6g2",1.22107167213547e-69,1.83631688377996,0.438,0.025,6.92945963220157e-65,"12","Pard6g"
"Hmcn11",3.07082197133018e-68,2.04644144426626,0.562,0.042,1.74266076051016e-63,"12","Hmcn1"
"Erg2",2.66754721349357e-67,1.75690406065209,0.562,0.042,1.51380636818546e-62,"12","Erg"
"Plxna44",1.61815852399046e-66,2.77617305215321,0.75,0.08,9.18288780779348e-62,"12","Plxna4"
"Selenop3",3.13959036472414e-65,2.49653081115641,0.458,0.03,1.7816861360773e-60,"12","Selenop"
"Lrrc321",3.52701110979462e-65,0.985311316710515,0.208,0.006,2.00154353469735e-60,"12","Lrrc32"
"Cyyr12",7.52235602245479e-65,1.79000892753356,0.479,0.032,4.26886181918287e-60,"12","Cyyr1"
"Rhoj3",1.51057027943646e-63,2.3478640585916,0.583,0.049,8.57233527877394e-59,"12","Rhoj"
"Zfp4232",3.07216306017208e-60,1.91963586086628,0.542,0.044,1.74342181501705e-55,"12","Zfp423"
"Lbp",2.56099679166986e-58,1.66959208987928,0.25,0.01,1.45334006930473e-53,"12","Lbp"
"Tll13",6.2892426062124e-56,1.9967257169484,0.396,0.026,3.56908228659947e-51,"12","Tll1"
"Unc5b1",1.3695828176852e-54,1.37518378786921,0.375,0.023,7.77224553208172e-50,"12","Unc5b"
"Tnc2",7.52377671645585e-54,1.71315069478319,0.375,0.024,4.26966804882153e-49,"12","Tnc"
"Sned12",3.26532503878969e-53,1.70109613472638,0.458,0.035,1.85303930626276e-48,"12","Sned1"
"Dysf2",6.15939449551306e-53,2.06794679509349,0.604,0.064,3.49539478225871e-48,"12","Dysf"
"Ptprm4",1.66928069494796e-52,2.20636922021955,0.708,0.086,9.47300101576015e-48,"12","Ptprm"
"Zfpm23",1.75688558859178e-52,2.37098056794336,0.75,0.097,9.97015002669952e-48,"12","Zfpm2"
"Fgd52",4.21274978329853e-52,1.61496844115141,0.396,0.027,2.39069337452408e-47,"12","Fgd5"
"Ece13",4.98865765877326e-52,2.31920850404258,0.667,0.079,2.83101333477724e-47,"12","Ece1"
"Cdh51",5.78807134688856e-51,1.57778739261822,0.333,0.02,3.28467260864579e-46,"12","Cdh5"
"Fgl21",2.83007093783796e-50,1.84983550806064,0.458,0.037,1.60603695651366e-45,"12","Fgl2"
"Tmtc14",1.88663878628037e-48,1.95957642812387,0.604,0.067,1.07064864482625e-43,"12","Tmtc1"
"Chrm34",4.2622605322272e-48,2.0868340150018,0.583,0.064,2.41879022943361e-43,"12","Chrm3"
"Ablim21",1.0431083628585e-47,1.50310335344965,0.354,0.024,5.91953564838572e-43,"12","Ablim2"
"Klrb1f",1.82603978132496e-47,1.08837792812173,0.104,0.002,1.0362593155041e-42,"12","Klrb1f"
"Sema3a3",5.03143080082051e-47,1.9134324439157,0.521,0.052,2.85528666515763e-42,"12","Sema3a"
"Stxbp62",1.2494649701995e-46,1.59231042154226,0.417,0.033,7.09058875938517e-42,"12","Stxbp6"
"Prex22",1.5057749807367e-46,1.88565316613909,0.458,0.04,8.54512243818271e-42,"12","Prex2"
"Reep11",9.26234993502092e-46,1.43802454128253,0.292,0.017,5.25629096462502e-41,"12","Reep1"
"Pecam12",1.89999781274487e-45,1.87909439059818,0.521,0.054,1.07822975875459e-40,"12","Pecam1"
"Myct1",2.06931384766991e-45,0.473868224975956,0.104,0.002,1.1743149154142e-40,"12","Myct1"
"Sh3gl31",3.51191321310227e-45,1.66459850905793,0.521,0.056,1.99297562930341e-40,"12","Sh3gl3"
"Piezo25",7.36014165850483e-45,2.22678418551356,0.521,0.055,4.1768067897849e-40,"12","Piezo2"
"Fam43a",8.00311467585057e-45,0.944025224750311,0.188,0.007,4.54168754739844e-40,"12","Fam43a"
"Lrg1",1.29461463972594e-44,0.685559104604332,0.146,0.004,7.34680861898076e-40,"12","Lrg1"
"Wipf32",1.76525578758184e-44,1.39672913702974,0.25,0.013,1.00176500689482e-39,"12","Wipf3"
"Robo41",2.17705649934501e-44,0.90550329287181,0.167,0.006,1.2354577928133e-39,"12","Robo4"
"Calcrl1",3.20288911207471e-44,1.5330412551724,0.354,0.026,1.81760754221128e-39,"12","Calcrl"
"S1pr11",8.69031168967963e-44,0.641753630255088,0.146,0.004,4.93166498077629e-39,"12","S1pr1"
"Tshz25",3.09903548512851e-43,2.71236824381876,0.896,0.186,1.75867164745558e-38,"12","Tshz2"
"Stox23",6.62026253824527e-43,2.04879399801159,0.688,0.096,3.75693278782881e-38,"12","Stox2"
"Mef2c2",2.49572308915823e-42,1.45221180851118,0.417,0.036,1.4162978958664e-37,"12","Mef2c"
"Prkch3",2.18306407875582e-41,2.03117272195051,0.688,0.101,1.23886703405314e-36,"12","Prkch"
"Rasgrp31",3.85769824406001e-41,1.2128350805303,0.271,0.016,2.18920517652162e-36,"12","Rasgrp3"
"Tcf43",9.29541820072294e-41,2.56470194957333,0.75,0.133,5.27505687472826e-36,"12","Tcf4"
"Dmtn",2.60613144420743e-40,0.935655436567622,0.208,0.01,1.47895353327327e-35,"12","Dmtn"
"D5Ertd615e2",6.04526202496656e-40,2.61607384963622,0.75,0.142,3.43062574654827e-35,"12","D5Ertd615e"
"Msrb34",7.17962655551523e-40,1.68352737299787,0.375,0.032,4.07436627398934e-35,"12","Msrb3"
"Fli12",7.81613963754743e-40,1.98312850383874,0.646,0.091,4.43558108291179e-35,"12","Fli1"
"Angpt21",2.59274935214456e-39,1.45418395730889,0.25,0.015,1.47135932984852e-34,"12","Angpt2"
"Sema3d1",2.88919286630798e-39,2.07559126750403,0.458,0.049,1.63958805970112e-34,"12","Sema3d"
"Prelp1",7.13467640867974e-39,1.27827871272393,0.229,0.012,4.04885751516166e-34,"12","Prelp"
"Abi3bp4",1.12256653654508e-38,1.7811012799107,0.458,0.048,6.37045283823966e-34,"12","Abi3bp"
"Lmcd1",1.37037577802141e-38,1.09649291119572,0.229,0.012,7.7767455026937e-34,"12","Lmcd1"
"Ephb41",1.92970250177892e-38,1.29299825737078,0.312,0.023,1.09508687273452e-33,"12","Ephb4"
"Ccm2l1",2.58923397965892e-38,0.949082067041013,0.146,0.005,1.46936439111664e-33,"12","Ccm2l"
"Eng1",6.49202914793431e-38,1.22672833285944,0.312,0.023,3.68416162116124e-33,"12","Eng"
"Glis33",1.98391451486746e-37,2.71033352330694,0.812,0.185,1.12585164804213e-32,"12","Glis3"
"Mpdz3",6.32943606133127e-37,1.26239842254747,0.354,0.031,3.59189167044488e-32,"12","Mpdz"
"Ntn12",4.81322572745625e-36,2.20881422876561,0.521,0.07,2.73145746807415e-31,"12","Ntn1"
"Myzap3",9.34327344768823e-36,1.35324006229273,0.375,0.035,5.30221424882859e-31,"12","Myzap"
"Serpine21",1.3206866363063e-35,0.930044662996819,0.229,0.013,7.49476459237462e-31,"12","Serpine2"
"Dock61",3.14545676979099e-35,1.30355974980158,0.292,0.022,1.78501526228869e-30,"12","Dock6"
"Scn3a1",4.39155096844701e-35,1.5941232256521,0.208,0.011,2.49216125908399e-30,"12","Scn3a"
"Akap123",3.38129147603621e-34,1.71752155553815,0.354,0.033,1.91884909973579e-29,"12","Akap12"
"She",1.74375873749744e-33,0.733787373000249,0.146,0.006,9.89565645942423e-29,"12","She"
"Olfr1372-ps1",2.29054245547105e-33,0.512299229269036,0.146,0.006,1.29985993805526e-28,"12","Olfr1372-ps1"
"Gbp101",5.39509589547563e-33,0.863051736536791,0.188,0.01,3.06166296972346e-28,"12","Gbp10"
"Scn1b",6.70614682617309e-33,0.841563503422156,0.146,0.006,3.80567126238497e-28,"12","Scn1b"
"Fbxl74",3.22265890915391e-32,1.90772376487359,0.479,0.062,1.82882670435575e-27,"12","Fbxl7"
"Foxp22",5.41030943962479e-32,2.15050251059818,0.396,0.044,3.07029650389267e-27,"12","Foxp2"
"Tnfsf101",6.6636754363939e-32,1.25062108644537,0.229,0.015,3.78156917339917e-27,"12","Tnfsf10"
"Sgk3",1.6812229380039e-31,1.30341519635946,0.354,0.035,9.54077205087833e-27,"12","Sgk3"
"Adgrg3",2.58637182538369e-31,1.07004823520571,0.188,0.01,1.46774014718699e-26,"12","Adgrg3"
"Cp3",2.5784078063098e-30,2.29388939768103,0.625,0.118,1.46322064600275e-25,"12","Cp"
"Rapgef53",2.85214137844273e-30,1.71475209257871,0.438,0.056,1.61856171085246e-25,"12","Rapgef5"
"Il7",5.44040669011383e-30,1.33260962724247,0.271,0.023,3.0873763925727e-25,"12","Il7"
"Hoxd33",7.39448580547236e-30,1.23847808195387,0.292,0.026,4.19629674974751e-25,"12","Hoxd3"
"Fry3",7.62934854828411e-30,1.77625152096381,0.646,0.118,4.32957900766575e-25,"12","Fry"
"Crim14",7.74344051790579e-30,2.15963546662208,0.583,0.102,4.39432505950635e-25,"12","Crim1"
"F82",8.19728856380079e-30,1.41102895034963,0.271,0.022,4.65187928707131e-25,"12","F8"
"Gm49514",2.34462152247087e-29,1.8242003700562,0.479,0.069,1.330549267787e-24,"12","Gm4951"
"Arap31",7.06988849483181e-29,1.39403321743744,0.354,0.04,4.0120910219321e-24,"12","Arap3"
"Hoxd4",8.09288545046837e-29,0.685446523348246,0.125,0.005,4.59263156428629e-24,"12","Hoxd4"
"Pcsk61",2.84320722272644e-28,1.26162410365953,0.292,0.027,1.61349166682503e-23,"12","Pcsk6"
"Ube2ql1",3.64493659784934e-28,0.741689342697223,0.125,0.005,2.06846506991352e-23,"12","Ube2ql1"
"Card101",4.40419434865993e-28,0.678527632803239,0.167,0.009,2.49933625092102e-23,"12","Card10"
"Prkcq2",8.35879697934915e-28,1.26442619057982,0.312,0.031,4.74353369781085e-23,"12","Prkcq"
"Serping12",1.12571077297729e-27,1.14143382451239,0.396,0.048,6.38829606556881e-23,"12","Serping1"
"Grk53",5.22983625587347e-27,2.24523409913675,0.708,0.176,2.96787977684564e-22,"12","Grk5"
"Ushbp11",9.32130383116486e-27,0.635726339463189,0.125,0.005,5.28974671114775e-22,"12","Ushbp1"
"Pkhd1l12",1.55999711250646e-26,1.52249876674389,0.271,0.025,8.85282761376291e-22,"12","Pkhd1l1"
"Smad12",2.10410840353655e-26,2.03652896910003,0.5,0.088,1.19406047792295e-21,"12","Smad1"
"Tns13",2.17200442531894e-26,1.83897129615443,0.5,0.083,1.23259079132424e-21,"12","Tns1"
"Marchf34",4.62116917161203e-26,1.92695729380384,0.604,0.122,2.62246729319811e-21,"12","Marchf3"
"Mgll2",4.79874807959517e-26,1.26884947891369,0.292,0.029,2.72324154768946e-21,"12","Mgll"
"Ltbp43",7.12664223331085e-26,1.48778761010266,0.396,0.054,4.04429820098158e-21,"12","Ltbp4"
"Plcb44",7.75276697296445e-26,1.57495304022911,0.521,0.088,4.39961772948759e-21,"12","Plcb4"
"Edn11",2.19846089784362e-25,0.527292223134753,0.125,0.006,1.24760457491728e-20,"12","Edn1"
"Snrk1",2.28394622402526e-25,1.34498971992729,0.396,0.055,1.29611664267209e-20,"12","Snrk"
"Slc38a4",2.93447090315522e-25,0.681904652658312,0.167,0.01,1.66528289283156e-20,"12","Slc38a4"
"Emid11",3.77043079363455e-25,0.945671677857466,0.229,0.019,2.13968177107967e-20,"12","Emid1"
"Thy1",5.60572572995731e-25,0.698740831646298,0.167,0.01,3.18119329449347e-20,"12","Thy1"
"Mir99ahg3",9.70214930279853e-25,1.64451414244554,0.583,0.112,5.50587270784514e-20,"12","Mir99ahg"
"Kalrn4",1.23266856102517e-24,1.68809235507518,0.75,0.2,6.99527081696171e-20,"12","Kalrn"
"Cyp4b1",1.52541066995374e-24,0.720125126284605,0.104,0.004,8.6565530109205e-20,"12","Cyp4b1"
"Gimap61",2.39501788838259e-24,0.917391605332168,0.125,0.006,1.35914870147824e-19,"12","Gimap6"
"Epas13",2.5105754806084e-24,1.02704281959811,0.292,0.031,1.42472647949046e-19,"12","Epas1"
"Prkg15",2.64211670351207e-24,1.68053780577176,0.604,0.121,1.49937480807606e-19,"12","Prkg1"
"Cpne84",2.94028217900756e-24,1.14487462172181,0.354,0.045,1.668580733765e-19,"12","Cpne8"
"Tmod2",3.02840345350703e-24,0.945293067607522,0.146,0.008,1.71858867583071e-19,"12","Tmod2"
"F2r",4.81802516553807e-24,0.848860689608337,0.104,0.004,2.7341811011912e-19,"12","F2r"
"Nr3c23",1.36548306107282e-23,1.93517450994018,0.562,0.121,7.74897982328216e-19,"12","Nr3c2"
"Nectin22",1.36705580340013e-23,0.998090748130829,0.312,0.037,7.75790497871539e-19,"12","Nectin2"
"Fbn14",1.78361745389872e-23,1.3573896795568,0.458,0.073,1.01218506891299e-18,"12","Fbn1"
"Plce15",5.53017953390636e-23,1.80133926625978,0.5,0.092,3.13832158369652e-18,"12","Plce1"
"Ripor3",7.58820414695488e-23,0.646211920060244,0.167,0.011,4.30622997135543e-18,"12","Ripor3"
"St3gal61",8.57835880309178e-23,1.37564398693324,0.25,0.025,4.86813283716655e-18,"12","St3gal6"
"Magi15",1.00319562418846e-22,2.06142357213977,0.833,0.328,5.69303484770707e-18,"12","Magi1"
"Abca15",1.17624898305279e-22,1.64615529978348,0.708,0.181,6.67509535392627e-18,"12","Abca1"
"Rasip11",1.48610778649565e-22,0.71276487458366,0.188,0.014,8.43351307758418e-18,"12","Rasip1"
"Sptbn15",1.94817953879421e-22,1.91831388922919,0.875,0.368,1.10557240647032e-17,"12","Sptbn1"
"Eda2",2.51340742003777e-22,1.50056582411462,0.333,0.043,1.42633357679724e-17,"12","Eda"
"Gm433023",3.56793772200671e-22,1.38510989440921,0.438,0.072,2.02476897786159e-17,"12","Gm43302"
"Tal1",4.22173210122982e-22,0.385603216703059,0.104,0.005,2.39579075012691e-17,"12","Tal1"
"Mical22",1.03291863819932e-21,1.61109708954597,0.5,0.1,5.86170997991731e-17,"12","Mical2"
"Nxn3",1.66225147316512e-21,2.42435293249242,0.75,0.253,9.43311088506472e-17,"12","Nxn"
"Fbln51",1.68564963504914e-21,1.02423362053622,0.188,0.015,9.56589311394034e-17,"12","Fbln5"
"Nxpe2",3.01542317190386e-21,0.643526902176062,0.125,0.007,1.71122249582372e-16,"12","Nxpe2"
"Fam189a2",3.16862946063677e-21,1.0447811874711,0.167,0.012,1.79816553261676e-16,"12","Fam189a2"
"Pde8a2",3.60870693386283e-21,1.34081790907039,0.396,0.061,2.04790509789782e-16,"12","Pde8a"
"Rasgrf22",5.33895481054187e-21,1.29732614741563,0.271,0.031,3.0298034654344e-16,"12","Rasgrf2"
"Col23a12",1.42568387918334e-20,2.14498558688707,0.312,0.042,8.09061344597756e-16,"12","Col23a1"
"Dock95",1.6407050715843e-20,2.01415811308594,0.833,0.369,9.31083721073376e-16,"12","Dock9"
"Wars1",2.00049517690869e-20,1.55398438374681,0.417,0.075,1.13526100794391e-15,"12","Wars"
"Jup1",2.9722943609681e-20,1.01181402985821,0.333,0.048,1.68674732690579e-15,"12","Jup"
"Ppfibp13",3.22857342637156e-20,1.98171439146128,0.729,0.264,1.8321831337316e-15,"12","Ppfibp1"
"Slc10a61",3.27067973310023e-20,0.62109646474894,0.146,0.01,1.85607804173705e-15,"12","Slc10a6"
"Elmo14",4.26805854698147e-20,1.83479389441566,0.75,0.234,2.42208054482652e-15,"12","Elmo1"
"Nfib5",4.5495025386923e-20,2.04289393433335,0.708,0.235,2.58179719568249e-15,"12","Nfib"
"Sult5a1",5.83926897875968e-20,0.561889656848821,0.146,0.01,3.31372675275633e-15,"12","Sult5a1"
"Ypel22",7.5907320405344e-20,1.25741104787584,0.333,0.048,4.30766452568287e-15,"12","Ypel2"
"Sh3bp51",1.14068515982229e-19,1.57760791795813,0.521,0.118,6.47327421347549e-15,"12","Sh3bp5"
"Aplp23",1.7061711469517e-19,2.04493829072588,0.646,0.197,9.68235064183619e-15,"12","Aplp2"
"Emcn1",2.48174500572713e-19,0.935653802412573,0.188,0.017,1.40836547330009e-14,"12","Emcn"
"Ugcg2",3.09769214550178e-19,1.54921375146072,0.542,0.128,1.7579093156508e-14,"12","Ugcg"
"Rbpms4",3.95241882886785e-19,1.35572095067998,0.542,0.118,2.24295816119422e-14,"12","Rbpms"
"Adgrf54",5.09335520732156e-19,1.6394641676989,0.458,0.097,2.89042814660291e-14,"12","Adgrf5"
"Ica13",5.55251583383863e-19,0.844989177178745,0.333,0.048,3.15099721054508e-14,"12","Ica1"
"Dip2c4",8.40321725138986e-19,1.73761045241154,0.771,0.269,4.76874175799123e-14,"12","Dip2c"
"Zbtb205",1.02841143760025e-18,1.85285631889504,0.854,0.407,5.83613206723768e-14,"12","Zbtb20"
"Arhgap313",1.18532645622711e-18,1.29219979350249,0.521,0.114,6.72660910644323e-14,"12","Arhgap31"
"Cers42",1.25187838840186e-18,1.0189693034197,0.333,0.051,7.1042846663417e-14,"12","Cers4"
"Ptprb2",1.57436151199158e-18,1.13618946470833,0.25,0.029,8.93434414440103e-14,"12","Ptprb"
"Fam174b1",1.79021925680945e-18,0.880555311394717,0.167,0.014,1.01593152604679e-13,"12","Fam174b"
"Unc13b2",2.02621008168717e-18,0.945561229295398,0.25,0.03,1.14985395925665e-13,"12","Unc13b"
"Tcf7l14",2.09127300356837e-18,1.16638498371215,0.333,0.051,1.18677651679501e-13,"12","Tcf7l1"
"Fstl13",3.74860258695648e-18,1.12373006968827,0.333,0.05,2.12729448207194e-13,"12","Fstl1"
"Xist5",4.14004138815002e-18,1.35238339159769,0.708,0.191,2.34943208736125e-13,"12","Xist"
"Igfbp74",5.23685101025072e-18,1.41179200550025,0.375,0.065,2.97186057980718e-13,"12","Igfbp7"
"Palm",5.75063898887974e-18,1.07550057890457,0.312,0.048,3.26343011979936e-13,"12","Palm"
"Lmo21",7.06446706847087e-18,0.74151129290911,0.146,0.011,4.00901441668654e-13,"12","Lmo2"
"Cpne2",1.15885933903253e-17,1.11479529435529,0.312,0.047,6.57641086307573e-13,"12","Cpne2"
